n,run_idx,phase_bits,phase1_shots,phase2_shots,fidelity,elapsed_s,support_size,support_hit,support_indices
4,75,4,16384,8192,0.9999985124381131,3.955031700010295,2,1,0000 1111
4,76,4,16384,8192,0.999999566753187,3.942837499998859,2,1,0000 1111
4,77,4,16384,8192,0.9999985813391066,3.948365100004594,2,1,0000 1111
4,78,4,16384,8192,0.9999919620452402,3.912305699996068,2,1,0000 1111
4,79,4,16384,8192,0.9999994414019863,3.9203257000044687,2,1,0000 1111
4,80,4,16384,8192,0.9999987113126481,3.9186007999960566,2,1,0000 1111
4,81,4,16384,8192,0.9999975326857689,3.9573405999981333,2,1,0000 1111
4,82,4,16384,8192,0.9999999046629671,3.906611400001566,2,1,0000 1111
4,83,4,16384,8192,0.9999986313476168,4.039860200005933,2,1,0000 1111
4,84,4,16384,8192,0.9999949375865095,3.9846965999895474,2,1,0000 1111
4,85,4,16384,8192,0.9999999935397472,3.9564139999856707,2,1,0000 1111
4,86,4,16384,8192,0.9999916441423766,3.9493263000040315,2,1,0000 1111
4,87,4,16384,8192,0.9999988344731098,3.98310080000374,2,1,0000 1111
4,88,4,16384,8192,0.9999991808262089,3.995887099998072,2,1,0000 1111
4,89,4,16384,8192,0.9999941521889143,3.9388910999987274,2,1,0000 1111
4,90,4,16384,8192,0.9999968132006601,3.9530564000015147,2,1,0000 1111
4,91,4,16384,8192,0.9999971394412002,4.003576199989766,2,1,0000 1111
4,92,4,16384,8192,0.9999998305988639,3.9717732000135584,2,1,0000 1111
4,93,4,16384,8192,0.9999999905991304,3.887488000007579,2,1,0000 1111
4,94,4,16384,8192,0.9999999967748288,3.963953800004674,2,1,0000 1111
4,95,4,16384,8192,0.9999999131206275,3.945735800007242,2,1,0000 1111
4,96,4,16384,8192,0.999999918655813,3.9301940000004834,2,1,0000 1111
4,97,4,16384,8192,0.9999962365373587,3.940398599996115,2,1,0000 1111
4,98,4,16384,8192,0.9999981203007795,4.00493060000008,2,1,0000 1111
4,99,4,16384,8192,0.9999968982226576,3.966777199995704,2,1,0000 1111
